part_of_collection,budget,genres,id,imdb_id,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,tagline,title,vote_average,vote_count
FALSE,0,"[{u'id': 80, u'name': u'Crime'}, {u'id': 18, u'name': u'Drama'}, {u'id': 53, u'name': u'Thriller'}]",20351,809931,"[u'The community reels after an incident on a suburban train. A young cop, beset with doubt and afflicted with tinnitus, is pitched into the chaos that follows this tragic event. He struggles to clear the noises in his head while all around him deal with the after burn of the crime.']",0.188175,/g3ZMrrZw5TA3MPcwM9phpWkNMYK.jpg,"[{u'name': u'Retro Active Films', u'id': 3277}]","[{u'iso_3166_1': u'AU', u'name': u'Australia'}]",5/3/2007,0,108,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u'Wrong Man. Right Place. Wrong Time.'],[u'Noise'],6.4,12
TRUE,69000000,"[{u'id': 10751, u'name': u'Family'}, {u'id': 16, u'name': u'Animation'}]",20352,1323594,"[u'Villainous Gru lives up to his reputation as a despicable, deplorable and downright unlikable guy when he hatches a plan to steal the moon from the sky. But he has a tough time staying on task after three orphans land in his care.']",5.865175,/4zHJhBSY4kNZXfhTlmy2TzXD51M.jpg,"[{u'name': u'Universal Pictures', u'id': 33}, {u'name': u'Illumination Entertainment', u'id': 6704}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",7/8/2010,543513985,95,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u'Superbad. Superdad.'],[u'Despicable Me'],7.1,5322
FALSE,5000000,"[{u'id': 80, u'name': u'Crime'}, {u'id': 18, u'name': u'Drama'}, {u'id': 35, u'name': u'Comedy'}]",85889,1450321,[u'A bigoted junkie cop with Borderline Personality Disorder manipulates and hallucinates his way through the festive season in a bid to secure promotion and win back his wife and daughter.'],0.916555,/dchLaUOkQOPZQHnus5fnZgZKDuP.jpg,"[{u'name': u'Egoli Tossell Film AG', u'id': 2254}, {u'name': u'Steel Mill Pictures', u'id': 15282}, {u'name': u'Entre Chien et Loup', u'id': 15472}, {u'name': u'Filmgate Films', u'id': 18230}, {u'name': u'Logie Pictures', u'id': 19637}, {u'name': u'Altitude Film Entertainment', u'id': 19638}, {u'name': u'Film House Germany', u'id': 19639}, {u'name': u'Maven Pictures', u'id': 19640}]","[{u'iso_3166_1': u'GB', u'name': u'United Kingdom'}, {u'iso_3166_1': u'US', u'name': u'United States of America'}, {u'iso_3166_1': u'DE', u'name': u'Germany'}, {u'iso_3166_1': u'SE', u'name': u'Sweden'}, {u'iso_3166_1': u'BE', u'name': u'Belgium'}]",9/23/2013,0,97,"[{u'iso_639_1': u'en', u'name': u'English'}]","[u""It's a filthy job getting to the top, but someone's got to do it.""]",[u'Filth'],6.7,497
FALSE,0,"[{u'id': 35, u'name': u'Comedy'}]",348035,4835636,[u'Comedian Chris Tucker performs live.'],0.156506,/dXUUPKX12Z4UyOnh1IeUF394RXR.jpg,"[{u'name': u'NetFlix', u'id': 8858}]",[],7/10/2015,0,92,"[{u'iso_639_1': u'en', u'name': u'English'}]","[u""It's Been a Long Time Coming.""]",[u'Chris Tucker: Live'],6.5,21
FALSE,0,"[{u'id': 99, u'name': u'Documentary'}]",380808,5446858,"[u'Alex Gibney explores the phenomenon of Stuxnet, a self-replicating computer virus discovered in 2010 by international IT experts. Evidently commissioned by the US and Israeli governments, this malware was designed to specifically sabotage Iran\u2019s nuclear programme. However, the complex computer worm ended up not only infecting its intended target but also spreading uncontrollably.']",0.402252,/sCTIo9rLdphNPFAJQcdNhbO2jAd.jpg,"[{u'name': u'Jigsaw Productions', u'id': 2740}, {u'name': u'Participant Media', u'id': 6735}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",7/8/2016,0,116,"[{u'iso_639_1': u'ru', u'name': u'P\u0443\u0441\u0441\u043a\u0438\u0439'}, {u'iso_639_1': u'de', u'name': u'Deutsch'}, {u'iso_639_1': u'en', u'name': u'English'}, {u'iso_639_1': u'fa', u'name': u'\u0641\u0627\u0631\u0633\u06cc'}, {u'iso_639_1': u'fr', u'name': u'Fran\xe7ais'}]",[u'World War 3.0'],[u'Zero Days'],7.6,58
FALSE,0,"[{u'id': 99, u'name': u'Documentary'}, {u'id': 36, u'name': u'History'}]",261458,337981,"[u""A Documentary on the Making of 'Gore Vidal's Caligula'""]",0.31873,/lYyPd4p8JrhWt4X8xO0gM4k61cJ.jpg,"[{u'name': u'Cinemedia Films Inc.', u'id': 14515}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}, {u'iso_3166_1': u'IT', u'name': u'Italy'}]",1/1/1981,0,62,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u''],"[u""A Documentary on the Making of 'Gore Vidal's Caligula'""]",0,0
FALSE,30,"[{u'id': 80, u'name': u'Crime'}, {u'id': 18, u'name': u'Drama'}]",20367,37638,"[u""Al Roberts, a New York nightclub pianist, hitch-hikes to Hollywood to meet his girlfriend Sue. The gambler he's riding with, Charles, unexpectedly dies. Afraid the police wouldn't believe the truth, Al takes the man's identity. In a gas station, he gives a lift to Vera, a woman that knew Charles and blackmails Al with tragic consequences.""]",0.192491,/1CFC9Ejg85a3skXtcTxRjhtmDlj.jpg,"[{u'name': u'Producers Releasing Corporation', u'id': 3759}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",11/30/1945,0,67,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u'He went searching for love... but Fate forced a DETOUR to Revelry... Violence... Mystery!'],[u'Detour'],7.3,53
TRUE,0,"[{u'id': 10770, u'name': u'TV Movie'}, {u'id': 28, u'name': u'Action'}, {u'id': 12, u'name': u'Adventure'}, {u'id': 99, u'name': u'Documentary'}]",238234,3258142,"[u'The aim: to select the ideal mode of transport for each leg of a pilgrimage from Venice, Italy to Pau in France \u2013 home to a legendary street circuit and the origins of Grand Prix racing. On the way we prepare by taking to the track at Monza \u2013 the home of Italian Formula One. We try to get noticed on the road course in Monaco in a Bugatti, a Lamborghini and a Model T Ford. After cruising the canals in Venice we take to the tarmac and things look good - thanks to the Ferrari F12 Berlinetta and Mercedes SLS Black. Throw in a Pagani Huayra, Porsche Cayman S and a GT3 as well as the Aston Martin Vanquish centenary edition, Bentley V8 convertible, Rolls Royce Phantom coupe and the face-bending BAC Mono all seems pretty perfect to us.']",0.160229,/H0ubMwHXcf31892kfhN9pyRKLy.jpg,"[{u'name': u'BBC', u'id': 5996}]","[{u'iso_3166_1': u'GB', u'name': u'United Kingdom'}]",11/17/2013,0,84,"[{u'iso_639_1': u'en', u'name': u'English'}]","[u'Seven days, more than 1,000 miles, 20 cars, two boats, a motorbike and one dream...The Perfect Road Trip.']",[u'Top Gear: The Perfect Road Trip'],7.4,39
TRUE,0,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 27, u'name': u'Horror'}, {u'id': 878, u'name': u'Science Fiction'}]",53150,97001,"[u'A military experiment to create a race of super-warriors go awry, and legions of murderous zombies are unleased upon a surburan neighborhood.']",0.218245,/rm47A7W7k3tNfdBx1XUa70Z4BNv.jpg,"[{u'name': u'Management Company Entertainment Group (MCEG)', u'id': 8821}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",5/5/1989,0,85,"[{u'iso_639_1': u'en', u'name': u'English'}]","[u""This C.H.U.D.'s for you!""]",[u'C.H.U.D. II: Bud the Chud'],3.4,22
FALSE,0,"[{u'id': 80, u'name': u'Crime'}, {u'id': 18, u'name': u'Drama'}]",53151,160672,"[u""A destitute 14 year old struggles to keep his life together despite harsh abuse at his mother's hands, harsher abuse at his father's, and a growing separation from his slightly older brother. Petty thefts for food grow into more major takes until he steals a cash box from the diner where he works. Although Joe uses the money to pay off some of his father's debts and to replace his mother's records that his father smashed in a fit of temper, Joe gets no thanks...""]",0.150871,/o93WkiuIe2smVkbvgwZ1lxISaVA.jpg,"[{u'name': u'Lower East Side Films', u'id': 13819}, {u'name': u'49th Parallel Productions', u'id': 17813}, {u'name': u'Forensic/291 Films', u'id': 65561}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",10/17/1999,0,93,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u''],[u'Joe the King'],5.5,6
FALSE,0,"[{u'id': 18, u'name': u'Drama'}, {u'id': 10749, u'name': u'Romance'}]",14320,38574,[u'A humble orphan suddenly becomes a gentleman with the help of an unknown benefactor.'],0.168288,/y0S24G8WCLcYOSPP9o127P8gtpR.jpg,"[{u'name': u'Cineguild', u'id': 2886}]","[{u'iso_3166_1': u'GB', u'name': u'United Kingdom'}]",12/26/1946,0,118,"[{u'iso_639_1': u'en', u'name': u'English'}]","[u""From the Vivid Pages of Charles Dickens' Masterpiece !""]",[u'Great Expectations'],7.1,53
FALSE,20000000,"[{u'id': 18, u'name': u'Drama'}, {u'id': 28, u'name': u'Action'}, {u'id': 35, u'name': u'Comedy'}, {u'id': 37, u'name': u'Western'}, {u'id': 10402, u'name': u'Music'}]",20391,64782,"[u'A Michigan farmer and a prospector form a partnership in the California gold country. Their adventures include buying and sharing a wife, hijacking a stage, kidnapping six prostitutes, and turning their mining camp into a boom town. Along the way there is plenty of drinking, gambling, and singing. They even find time to do some creative gold mining.']",0.269562,/1wDiGBBhXStKy2674zDSEwxlBcw.jpg,"[{u'name': u'Paramount Pictures', u'id': 4}, {u'name': u'Malpaso Productions', u'id': 171}, {u'name': u'Alan Jay Lerner Productions', u'id': 12049}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",10/15/1969,31678778,158,"[{u'iso_639_1': u'en', u'name': u'English'}, {u'iso_639_1': u'es', u'name': u'Espa\xf1ol'}]","[u""Stake Your Claim To The Musical Goldmine of '69!""]",[u'Paint Your Wagon'],5.6,50
FALSE,12000000,"[{u'id': 80, u'name': u'Crime'}, {u'id': 35, u'name': u'Comedy'}]",53172,1220888,[u'An aimless man is sent to prison for a crime he did not commit.'],0.616778,/yPdR0BqNuOY9agZKNgBd5FsVoC6.jpg,"[{u'name': u'Company Films', u'id': 7193}, {u'name': u'Moving Pictures Film and Television', u'id': 7595}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",1/14/2010,204940,108,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u'The real crime is not committing to your dreams.'],"[u""Henry's Crime""]",5.8,86
FALSE,0,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 10749, u'name': u'Romance'}]",20407,1187041,"[u""Twenty years ago, Arlen Faber (Jeff Daniels) wrote a book about spirituality that became wildly popular. These days, he's a curmudgeonly recluse who only enjoys the company of his chiropractor, Elizabeth (Lauren Graham). As Elizabeth's warmth starts to melt Arlen's cold heart, he comes to realize what love really means.""]",0.476913,/6bLqHDKXqlXLLiQkwhiCK8vojja.jpg,"[{u'name': u'Messick Films', u'id': 3765}, {u'name': u'iDeal Partners Film Fund', u'id': 3766}, {u'name': u'120dB Films', u'id': 5113}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",1/18/2009,0,95,"[{u'iso_639_1': u'en', u'name': u'English'}]","[u""He wrote the book on life's big questions. But the truth is he hasn't got a clue.""]",[u'The Answer Man'],6.2,28
TRUE,0,"[{u'id': 12, u'name': u'Adventure'}, {u'id': 53, u'name': u'Thriller'}, {u'id': 80, u'name': u'Crime'}, {u'id': 9648, u'name': u'Mystery'}]",20408,39017,"[u""Holmes is hired by Roland Carstairs to prevent the theft of the Star of Rhodesia, an enormous diamond owned by Carstairs' mother, Lady Margaret. Believing the diamond will be stolen on a train trip from London to Edinburgh, Holmes deftly switches diamonds with Lady Margaret while in her compartment. Soon after, Roland is murdered and the fake diamond is stolen.""]",0.256276,/9eTBHHXzkjGhr67f55nTkFlLCjY.jpg,"[{u'name': u'Universal Pictures', u'id': 33}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2/1/1946,0,60,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u'One Way Ticket to DEATH..!'],[u'Terror by Night'],6.8,21
FALSE,0,"[{u'id': 10770, u'name': u'TV Movie'}, {u'id': 10402, u'name': u'Music'}]",348089,4366830,"[u'After enjoying a holiday romance, high school students Danny and Sandy are unexpectedly reunited when she transfers to Rydell High, where she must contend with cynical Rizzo and the Pink Ladies.']",0.365585,/fYI1j8OvxzZdGJy8NWiVWjueDcF.jpg,"[{u'name': u'Paramount Television', u'id': 9223}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",1/31/2016,0,180,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u'An electrifying LIVE television event!'],[u'Grease Live'],7.4,90
FALSE,10000000,"[{u'id': 28, u'name': u'Action'}, {u'id': 18, u'name': u'Drama'}, {u'id': 53, u'name': u'Thriller'}]",20411,783598,"[u'Van Damme plays a dirty cop who is hooked on heroin, and everyone dislikes him. Because of an accident he is put into a coma, and comes out of it a better person. He wakes up wanting to put things right.']",0.160678,/xkk4BpuQQdIzCQMYW431qhUrpcu.jpg,"[{u'name': u'Nu Image Films', u'id': 925}, {u'name': u'Millennium Films', u'id': 10254}]","[{u'iso_3166_1': u'BG', u'name': u'Bulgaria'}, {u'iso_3166_1': u'US', u'name': u'United States of America'}]",1/19/2007,0,101,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u''],[u'Until Death'],4.8,39
TRUE,110000000,"[{u'id': 28, u'name': u'Action'}, {u'id': 10752, u'name': u'War'}]",53182,1253863,"[u'Based on Frank Miller\'s latest graphic novel Xerxes and told in the breathtaking visual style of the blockbuster ""300,"" this new chapter of the epic saga takes the action to a fresh battlefield--on the sea--as Greek general Themistokles attempts to unite all of Greece by leading the charge that will change the course of the war. ""300: Rise of an Empire"" pits Themistokles against the massive invading Persian forces led by mortal-turned-god Xerxes and Artemesia, the vengeful commander of the Persian navy.']",1.985673,/gWQf5j3ZqEfOdW2rIZnkuOOva78.jpg,"[{u'name': u'Legendary Pictures', u'id': 923}, {u'name': u'Hollywood Gang Productions', u'id': 2994}, {u'name': u'Atmosphere Entertainment MM', u'id': 2995}, {u'name': u'Warner Bros.', u'id': 6194}, {u'name': u'Nimar Studios', u'id': 7636}, {u'name': u'Cruel and Unusual Films', u'id': 78685}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",3/5/2014,337580051,102,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u'Seize your glory!'],[u'300: Rise of an Empire'],6.1,1945
FALSE,0,"[{u'id': 9648, u'name': u'Mystery'}, {u'id': 53, u'name': u'Thriller'}, {u'id': 12, u'name': u'Adventure'}]",20416,75925,[u'A pair of young vacationers are involved in a dangerous conflict with treasure hunters when they discover a way into a deadly wreck in Bermuda waters...'],0.370263,/mEd0GbC1rt3R8JfbatHYo4QBTBD.jpg,"[{u'name': u'EMI Films Ltd.', u'id': 538}, {u'name': u'Casablanca Filmworks', u'id': 15058}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",6/17/1977,0,123,"[{u'iso_639_1': u'fr', u'name': u'Fran\xe7ais'}, {u'iso_639_1': u'en', u'name': u'English'}]",[u'Is anything worth the terror of ... The Deep.'],[u'The Deep'],5.6,55
TRUE,0,"[{u'id': 18, u'name': u'Drama'}, {u'id': 53, u'name': u'Thriller'}, {u'id': 80, u'name': u'Crime'}, {u'id': 9648, u'name': u'Mystery'}]",20417,38494,"[u'A convicted thief in Dartmoor prison hides the location of the stolen Bank of England printing plates inside three music boxes. When the innocent purchasers of the boxes start to be murdered, Holmes and Watson investigate.']",0.168375,/9wsTZpzwNgTIwnnFD92lg9Sb9xK.jpg,"[{u'name': u'Universal Studios', u'id': 13}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",6/7/1946,0,72,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u'Queen . . . of a Crime Cult !'],[u'Dressed to Kill'],6.9,17
FALSE,0,"[{u'id': 99, u'name': u'Documentary'}]",112630,62773,"[u'When he was cutting Phantom India, Louis Malle found that the footage shot in Calcutta was so diverse, intense, and unforgettable that it deserved its own film. The result, released theatrically, is at times shocking\u2014a chaotic portrait of a city engulfed in social and political turmoil.']",0.255455,/xUJZzQQT5TqdfIiA1P51WxDWbzp.jpg,"[{u'name': u'Nouvelles \xc9ditions de Films (NEF)', u'id': 753}]","[{u'iso_3166_1': u'FR', u'name': u'France'}]",4/16/1969,0,105,"[{u'iso_639_1': u'fr', u'name': u'Fran\xe7ais'}]",[u''],[u'Calcutta'],7.7,3
FALSE,0,"[{u'id': 18, u'name': u'Drama'}]",47095,107148,"[u""When Ruth Matthews's husband is killed in a fall at an archaeological dig, her daughter Sally handles her father's death in a very odd manner. As Sally's condition worsens, Ruth takes her to see Jake, an expert in childhood autism. Jake attempts to bring Sally out of her mental disarray through traditional therapy methods, but Ruth takes a different route. She risks her own sanity by attempting to enter her daughter's mind and make sense of the seemingly bizarre things that Sally does, including building a wondrous house of cards""]",0.259733,/8uSixp8M503aJd0BU711iI8JmTd.jpg,"[{u'name': u'Penta Pictures', u'id': 11018}, {u'name': u'A&M Films', u'id': 11043}]","[{u'iso_3166_1': u'IT', u'name': u'Italy'}, {u'iso_3166_1': u'US', u'name': u'United States of America'}]",6/25/1993,0,109,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u'A Journey That Will Open Your Mind... And Touch Your Heart.'],[u'House of Cards'],7.2,9
FALSE,0,"[{u'id': 28, u'name': u'Action'}, {u'id': 53, u'name': u'Thriller'}]",118737,2061712,[u'An elite hitman returns to erase his past only to find that somebody has messed with his future.'],0.211655,/hHHKhK6SyjVp5vbcaiIKn9QfXaW.jpg,"[{u'name': u'Scanner-Rhodes Productions', u'id': 3349}, {u'name': u'Kirlian Pictures', u'id': 21745}, {u'name': u'Northstar Ventures', u'id': 21746}, {u'name': u'Northern Film and Media', u'id': 21747}]","[{u'iso_3166_1': u'GB', u'name': u'United Kingdom'}]",7/20/2012,0,95,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u''],[u'Interview with a Hitman'],4.8,43
TRUE,0,"[{u'id': 10770, u'name': u'TV Movie'}, {u'id': 28, u'name': u'Action'}, {u'id': 53, u'name': u'Thriller'}]",20435,106689,"[u'When a renegade Russian general sends a nuclear bomb hurtling toward the Middle East aboard a hijacked train, special agents are dispatched to disarm the deadly device.  Ten tons of steel and one ounce of hot plutonium are now riding roughshod through Europe.  With time running out, the agents launch a desperate, bullet-packed assault on a deadly moving target piloted by a cold-blooded mercenary.']",0.169681,/79kWYaRdHoCRTn6Hzi8GhxHMRjU.jpg,"[{u'name': u'J&M Entertainment', u'id': 12474}, {u'name': u'British Lion Film Corporation', u'id': 19980}, {u'name': u'Yorkshire International Films Ltd.', u'id': 36542}]","[{u'iso_3166_1': u'GB', u'name': u'United Kingdom'}, {u'iso_3166_1': u'US', u'name': u'United States of America'}]",4/14/1993,0,100,"[{u'iso_639_1': u'en', u'name': u'English'}]","[u""It's Die Hard at 90 miles an hour!""]",[u'Death Train'],4.4,15
FALSE,20000000,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 18, u'name': u'Drama'}]",65057,1033575,"[u'With his wife Elizabeth on life support after a boating accident, Hawaiian land baron, Matt King takes his daughters on a trip from Oahu to Kauai to confront the young real estate broker, who was having an affair with Elizabeth before her misfortune.']",1.758645,/5lpBvuPNaPiOpitehczWmJgf6wb.jpg,"[{u'name': u'Fox Searchlight Pictures', u'id': 43}, {u'name': u'Dune Entertainment', u'id': 444}, {u'name': u'Ad Hominem Enterprises', u'id': 2361}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",9/9/2011,177243185,115,"[{u'iso_639_1': u'en', u'name': u'English'}]","[u""The South Pacific ain't that terrific.""]",[u'The Descendants'],6.7,782
FALSE,0,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 10749, u'name': u'Romance'}]",20438,234853,"[u'Underachieving, overweight kindergarten teacher Dex finds a woman who forces him to reexamine his Zen-like system of seduction.']",0.388506,/d24d4YKOVs8pHtvqb8sQGDpDrdN.jpg,"[{u'name': u'Good Machine', u'id': 10565}, {u'name': u'Thunderhead Productions', u'id': 35929}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",8/4/2000,0,87,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u'Why do women find this man irresistible?'],[u'The Tao of Steve'],5.7,22
FALSE,0,"[{u'id': 16, u'name': u'Animation'}, {u'id': 35, u'name': u'Comedy'}, {u'id': 10751, u'name': u'Family'}]",53211,48449,"[u""A workman finds a singing frog in the cornerstone of an old building being demolished. But when he tries to cash in on his discovery, he finds the frog will sing only for him, and just croak for the talent agent and the audience in the theater he's spent his life savings on.""]",0.165633,/ezANN5E8ERGYQQFwhFwXv84zzqo.jpg,"[{u'name': u'Warner Bros. Pictures', u'id': 174}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",12/30/1955,0,7,"[{u'iso_639_1': u'en', u'name': u'English'}, {u'iso_639_1': u'fr', u'name': u'Fran\xe7ais'}]",[u'My kind of frog!'],[u'One Froggy Evening'],7.7,28
FALSE,0,"[{u'id': 53, u'name': u'Thriller'}, {u'id': 80, u'name': u'Crime'}, {u'id': 18, u'name': u'Drama'}, {u'id': 27, u'name': u'Horror'}, {u'id': 9648, u'name': u'Mystery'}]",446428,5344876,"[u'A young woman bound in the front seat of a parked car watches helpless as her captor methodically digs a grave in the desert ground. The bloody lifeless body of her boyfriend lies framed in the rear-view mirror, a fate she will fight at all costs to avoid for herself. But this is only the beginning of a brutal struggle where survival could be worse than death.']",0.424824,/6KxbhcNn0cFWepKK4O1zwI8iw8Q.jpg,[],"[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",3/21/2017,0,77,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u''],[u'Valley of Ditches'],7,3
FALSE,0,"[{u'id': 18, u'name': u'Drama'}]",309242,2349144,"[u'Gerry is a talented but down-on-his-luck gambler whose fortunes begin to change when he meets Curtis, a younger, highly charismatic poker player.  The two strike up an immediate friendship and Gerry quickly persuades his new friend to accompany him on a road trip to a legendary high stakes poker game in New Orleans. As they make their way down the Mississippi River, Gerry and Curtis manage to find themselves in just about every bar, racetrack, casino, and pool hall they can find, experiencing both incredible highs and dispiriting lows, but ultimately forging a deep and genuine bond that will stay with them long after their adventure is over.']",0.666385,/6b95JivLvHSWt5DAnEEoPR7MWjJ.jpg,"[{u'name': u'Electric City Entertainment', u'id': 8600}, {u'name': u'Sycamore Pictures', u'id': 14319}, {u'name': u'A24', u'id': 41077}, {u'name': u'Gowanus Projections', u'id': 74103}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",7/4/2015,0,108,"[{u'iso_639_1': u'en', u'name': u'English'}]","[u""We can't lose.""]",[u'Mississippi Grind'],5.9,99
FALSE,0,"[{u'id': 10749, u'name': u'Romance'}]",53214,1377575,[u'Where do you find love? Sometimes all you need is a sign.'],0.157188,/2JBsRaFv75zHKntDI5fiwAnipcS.jpg,[],"[{u'iso_3166_1': u'AU', u'name': u'Australia'}]",3/10/2008,0,12,[],[u''],[u'Signs'],7.5,24
